Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.18732782369146006,0.03305785123966942
2,0.0,0.1408839779005525,0.0027624309392265192
3,0.0,0.10526315789473684,0.0
4,0.0,0.08055555555555556,0.0
5,0.0,0.06128133704735376,0.0
6,0.0,0.04748603351955307,0.0
7,0.0,0.0392156862745098,0.0
8,0.0,0.033707865168539325,0.0
9,0.0,0.028169014084507043,0.0
10,0.0,0.025423728813559324,0.0
11,0.0,0.0226628895184136,0.0
12,0.0,0.019886363636363636,0.0
13,0.0,0.017094017094017096,0.0
14,0.0,0.014285714285714285,0.0
15,0.0,0.008595988538681949,0.0
16,0.0,0.0028735632183908046,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
